instance,drone_count,truck_count,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_sol_multi_visit_trip_count,best_multi_visit_fitness,best_multi_visit_sol,best_multi_visit_sol_multi_visit_trip_count,best_sol_avg_customers_per_drone_trip,best_sol_avg_demand_per_drone_trip,best_sol_drone_trip_distances,best_sol_avg_distance_per_drone_trip,best_sol_truck_wait_by_point,best_sol_drone_wait_by_point,best_sol_avg_truck_wait_by_point,best_sol_avg_drone_wait_by_point,best_multi_visit_sol_avg_customers_per_drone_trip,best_multi_visit_sol_avg_demand_per_drone_trip,best_multi_visit_sol_drone_trip_distances,best_multi_visit_sol_avg_distance_per_drone_trip,best_multi_visit_sol_truck_wait_by_point,best_multi_visit_sol_drone_wait_by_point,best_multi_visit_sol_avg_truck_wait_by_point,best_multi_visit_sol_avg_drone_wait_by_point,runtime_sec,status
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,2,4,60,1,1,704.0,"[[[[0, [19, 17, 15, 13, 11, 9, 7, 5, 3, 1]], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, []], [1, []]], [[0, [20, 18, 16, 14, 12, 10, 8, 6, 4, 2]], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []], [2, []]]], []]",0,,None,,,,[],,{},{},,,,,[],,{},{},,,9.181,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,2,4,60,1,2,704.0,"[[[[0, [19, 17, 15, 13, 11, 9, 7, 5, 3, 1]], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, []], [1, []]], [[0, [20, 18, 16, 14, 12, 10, 8, 6, 4, 2]], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []], [2, []]]], []]",0,,None,,,,[],,{},{},,,,,[],,{},{},,,10.009,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,2,4,60,1,3,704.0,"[[[[0, [19, 17, 15, 13, 11, 9, 7, 5, 3, 1]], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, []], [1, []]], [[0, [20, 18, 16, 14, 12, 10, 8, 6, 4, 2]], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []], [2, []]]], []]",0,,None,,,,[],,{},{},,,,,[],,{},{},,,9.168,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,2,4,60,2,1,704.0,"[[[[0, [19, 17, 15, 13, 11, 9, 7, 5, 3, 1]], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, []], [1, []]], [[0, [20, 18, 16, 14, 12, 10, 8, 6, 4, 2]], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []], [2, []]]], []]",0,,None,,,,[],,{},{},,,,,[],,{},{},,,17.833,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,2,4,60,2,2,704.0,"[[[[0, [19, 17, 15, 13, 11, 9, 7, 5, 3, 1]], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, []], [1, []]], [[0, [20, 18, 16, 14, 12, 10, 8, 6, 4, 2]], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []], [2, []]]], []]",0,,None,,,,[],,{},{},,,,,[],,{},{},,,18.115,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,2,4,60,2,3,704.0,"[[[[0, [19, 17, 15, 13, 11, 9, 7, 5, 3, 1]], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, []], [1, []]], [[0, [20, 18, 16, 14, 12, 10, 8, 6, 4, 2]], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []], [2, []]]], []]",0,,None,,,,[],,{},{},,,,,[],,{},{},,,17.373,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,2,4,90,1,1,661.2937654087771,"[[[[0, [20, 12]], [4, [4, 18, 16, 14, 10, 8, 6]], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [2, [2, 1]], [1, []]], [[0, [19, 17, 15, 13, 11, 9, 7]], [3, [3, 5]], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []]]], [[[4, [18, 16, 14]]], [[4, [4, 10, 8, 6]]], [[3, [3, 5]]], [[2, [2, 1]]]]]",0,,None,,2.75,2.75,"[78.587531, 78.587531, 78.587531, 65.115282]",75.219469,"{4: 146.587531, 3: 0.0, 2: 0.0}","{4: 0.0, 3: 16.706235, 2: 260.148593}",48.86251,92.284943,,,[],,{},{},,,20.447,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,2,4,90,1,2,669.0,"[[[[0, [19, 17, 15, 9, 7, 13, 11, 5]], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, [3, 1]], [1, []]], [[0, [20, 18, 16, 10, 8, 14, 12, 6]], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [4, 2]], [2, []]]], [[[4, [4, 2]]], [[3, [3, 1]]]]]",0,,None,,2.0,2.0,"[78.587531, 78.587531]",78.587531,"{4: 0.0, 3: 0.0}","{4: 328.706235, 3: 328.706235}",0.0,328.706235,,,[],,{},{},,,16.384,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,2,4,90,1,3,669.0,"[[[[0, [19, 17, 15, 13, 11, 9, 7, 5]], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, [3, 1]], [1, []]], [[0, [20, 18, 16, 14, 12, 10, 8, 6]], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [4, 2]], [2, []]]], [[[4, [4, 2]]], [[3, [3, 1]]]]]",0,,None,,2.0,2.0,"[78.587531, 78.587531]",78.587531,"{4: 0.0, 3: 0.0}","{4: 328.706235, 3: 328.706235}",0.0,328.706235,,,[],,{},{},,,17.02,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,2,4,90,2,1,664.2937654087771,"[[[[0, [11, 19]], [3, [3, 13, 9, 7, 5, 15, 17]], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [1, [1, 2]], [2, []]], [[0, [16, 18, 12, 20, 14]], [4, [10, 4, 8, 6]], [10, []], [12, []], [14, []], [16, []], [20, []], [18, []], [8, []], [6, []]]], [[[3, [13, 15, 17]]], [[3, [3, 9, 7, 5]]], [[4, [10, 4, 8, 6]]], [[1, [1, 2]]]]]",0,,None,,3.25,3.25,"[78.587531, 78.587531, 78.587531, 65.115282]",75.219469,"{3: 146.587531, 4: 43.293765, 1: 0.0}","{3: 0.0, 4: 0.0, 1: 260.148593}",63.293765,86.716198,,,[],,{},{},,,43.084,OK
