instance,drone_count,truck_count,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_sol_multi_visit_trip_count,best_multi_visit_fitness,best_multi_visit_sol,best_multi_visit_sol_multi_visit_trip_count,best_sol_avg_customers_per_drone_trip,best_sol_avg_demand_per_drone_trip,best_sol_drone_trip_distances,best_sol_avg_distance_per_drone_trip,best_sol_truck_wait_by_point,best_sol_drone_wait_by_point,best_sol_avg_truck_wait_by_point,best_sol_avg_drone_wait_by_point,best_multi_visit_sol_avg_customers_per_drone_trip,best_multi_visit_sol_avg_demand_per_drone_trip,best_multi_visit_sol_drone_trip_distances,best_multi_visit_sol_avg_distance_per_drone_trip,best_multi_visit_sol_truck_wait_by_point,best_multi_visit_sol_drone_wait_by_point,best_multi_visit_sol_avg_truck_wait_by_point,best_multi_visit_sol_avg_drone_wait_by_point,runtime_sec,status
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,1,4,90,1,1,781.2937654087771,"[[[[0, [9, 18, 17, 15, 13, 20, 19, 12, 11]], [4, [4, 6, 14, 16, 7, 8, 10, 5]], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, [3, 1, 2]], [1, []], [2, []]]], [[[4, [7, 8, 10, 5]]], [[4, [4, 6, 14, 16]]], [[3, [3, 1, 2]]]]]",0,,None,,3.666667,3.666667,"[78.587531, 78.587531, 78.587531]",78.587531,"{4: 3.293765, 3: 0.0}","{4: 16.706235, 3: 356.706235}",1.646883,186.706235,,,[],,{},{},,,29.241,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,1,4,90,1,2,754.0,"[[[[0, [20, 19, 16, 18, 14, 17, 12, 10, 9, 11, 13]], [2, [2, 1, 4, 6, 5, 7, 8, 15]], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, [3]], [1, []]]], [[[2, [2, 1, 4, 6]]], [[2, [5, 7, 8, 15]]], [[3, [3]]]]]",0,,None,,3.0,3.0,"[65.115282, 65.115282, 78.587531]",69.606032,"{2: 36.557641, 3: 0.0}","{2: 3.442359, 3: 380.148593}",18.278821,191.795476,,,[],,{},{},,,36.931,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,1,4,90,1,3,769.0,"[[[[0, [20, 17, 18, 16, 12, 14, 10, 7, 15, 8, 9, 11]], [1, [1, 3, 5, 6, 4, 13, 19, 2]], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []], [2, []]]], [[[1, [1, 3, 5, 2]]], [[1, [6, 4, 13, 19]]]]]",0,,None,,4.0,4.0,"[65.115282, 65.115282]",65.115282,{1: 16.557641},{1: 3.442359},16.557641,3.442359,,,[],,{},{},,,23.84,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,1,4,90,2,1,769.0,"[[[[0, [20, 12, 7, 9, 15, 17, 18, 16, 14, 10, 8, 11]], [1, [1, 3, 5, 6, 4, 13, 19, 2]], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []], [2, []]]], [[[1, [1, 3, 5, 2]]], [[1, [6, 4, 13, 19]]]]]",0,,None,,4.0,4.0,"[65.115282, 65.115282]",65.115282,{1: 16.557641},{1: 3.442359},16.557641,3.442359,,,[],,{},{},,,53.487,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,1,4,90,2,2,750.5576411921994,"[[[[0, [12, 14, 16, 18, 20, 19, 17, 15, 13, 11]], [2, [2, 4, 8, 7, 5, 10, 9, 6]], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, [3, 1]], [1, []]]], [[[2, [2, 4, 8, 7]]], [[2, [5, 10, 9, 6]]], [[3, [3, 1]]]]]",0,,None,,3.333333,3.333333,"[65.115282, 65.115282, 78.587531]",69.606032,"{2: 113.115282, 3: 0.0}","{2: 0.0, 3: 380.148593}",56.557641,190.074297,,,[],,{},{},,,44.441,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,1,4,90,2,3,754.0,"[[[[0, [10, 19, 20, 11, 9, 13, 17, 15, 12, 16, 14, 18]], [1, [1, 3, 5, 7, 6, 8]], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [2, 4]], [2, []]]], [[[1, [1, 3, 5, 7]]], [[1, [6, 8]]], [[4, [2, 4]]]]]",0,,None,,2.666667,2.666667,"[65.115282, 65.115282, 78.587531]",69.606032,"{1: 36.557641, 4: 0.0}","{1: 3.442359, 4: 380.148593}",18.278821,191.795476,,,[],,{},{},,,57.331,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_2.dat,2,1,4,90,1,1,797.0,"[[[[0, [15, 11, 19, 20, 14, 18, 13, 9, 7, 8, 16, 12, 17]], [2, [2, 4, 6, 5, 3, 1, 10]], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, []], [1, []]]], [[[2, [2, 4, 6, 1]]], [[2, [5, 3, 10]]]]]",0,,None,,3.5,3.5,"[69.856997, 69.856997]",69.856997,{2: 10.928498},{2: 9.071502},10.928498,9.071502,,,[],,{},{},,,30.225,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_2.dat,2,1,4,90,1,2,811.7612260356423,"[[[[0, [12, 14, 16, 18, 20, 19, 17, 15, 13, 11]], [4, [4, 6, 5, 8, 7, 10, 9]], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, [3, 1, 2]], [1, []], [2, []]]], [[[4, [7, 10, 9]]], [[4, [4, 6, 5, 8]]], [[3, [3, 1, 2]]]]]",0,,None,,3.333333,3.333333,"[83.522452, 83.522452, 83.522452]",83.522452,"{4: 37.761226, 3: 0.0}","{4: 2.238774, 3: 398.238774}",18.880613,200.238774,,,[],,{},{},,,24.178,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_2.dat,2,1,4,90,1,3,782.0,"[[[[0, [20, 19, 17, 15, 13, 11, 9, 10, 14, 18, 12]], [2, [2, 4, 8, 7, 5, 6, 16]], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, [3, 1]], [1, []]]], [[[2, [2, 4, 8, 6]]], [[2, [7, 5, 16]]], [[3, [3, 1]]]]]",0,,None,,3.0,3.0,"[69.856997, 69.856997, 83.522452]",74.412149,"{2: 30.928498, 3: 0.0}","{2: 9.071502, 3: 387.310276}",15.464249,198.190889,,,[],,{},{},,,26.85,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_2.dat,2,1,4,90,2,1,782.0,"[[[[0, [19, 20, 17, 18, 10, 9, 11, 13, 15, 16, 14, 12]], [1, [1, 3, 5, 7, 6, 8]], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [2, 4]], [2, []]]], [[[1, [1, 3, 5, 7]]], [[1, [6, 8]]], [[4, [2, 4]]]]]",0,,None,,2.666667,2.666667,"[69.856997, 69.856997, 83.522452]",74.412149,"{1: 30.928498, 4: 0.0}","{1: 9.071502, 4: 387.310276}",15.464249,198.190889,,,[],,{},{},,,49.453,OK
