instance,drone_count,truck_count,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_sol_multi_visit_trip_count,best_multi_visit_fitness,best_multi_visit_sol,best_multi_visit_sol_multi_visit_trip_count,best_sol_avg_customers_per_drone_trip,best_sol_avg_demand_per_drone_trip,best_sol_drone_trip_distances,best_sol_avg_distance_per_drone_trip,best_sol_truck_wait_by_point,best_sol_drone_wait_by_point,best_sol_avg_truck_wait_by_point,best_sol_avg_drone_wait_by_point,best_multi_visit_sol_avg_customers_per_drone_trip,best_multi_visit_sol_avg_demand_per_drone_trip,best_multi_visit_sol_drone_trip_distances,best_multi_visit_sol_avg_distance_per_drone_trip,best_multi_visit_sol_truck_wait_by_point,best_multi_visit_sol_drone_wait_by_point,best_multi_visit_sol_avg_truck_wait_by_point,best_multi_visit_sol_avg_drone_wait_by_point,runtime_sec,status
test_data/special_data/symmetric_patch_multivisit/20\SYM20_patch_mv_1.dat,2,1,4,90,1,1,512.0,"[[[[0, [1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 20, 18, 16, 14, 12, 10, 8, 6, 4, 2]], [1, []], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []], [2, []]]], []]",0,,None,,,,[],,{},{},,,,,[],,{},{},,,22.613,OK
test_data/special_data/symmetric_patch_multivisit/20\SYM20_patch_mv_1.dat,2,1,4,90,1,2,554.626415831656,"[[[[0, [1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 20, 18, 16, 14, 4, 2, 12]], [1, []], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, [10]], [8, [8]], [6, [6]], [4, []], [2, []]]], [[[10, [10]]], [[8, [8]]], [[6, [6]]]]]",0,,None,,1.0,3.666667,"[77.252832, 64.621978, 52.0]",64.624936,"{10: 0.0, 8: 0.0, 6: 27.626416}","{10: 307.373584, 8: 352.689011, 6: 0.0}",9.208805,220.020865,,,[],,{},{},,,23.397,OK
test_data/special_data/symmetric_patch_multivisit/20\SYM20_patch_mv_1.dat,2,1,4,90,1,3,602.2528316633119,"[[[[0, [12, 14, 16, 17, 19, 20, 18, 15, 4, 1, 2, 11, 13]], [2, []], [4, []], [6, [6]], [8, [8]], [10, [10]], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, [9]], [7, [7]], [5, [5]], [3, [3]], [1, []]]], [[[6, [6]]], [[8, [8]]], [[10, [10]]], [[9, [9]]], [[7, [7]]], [[5, [5]]], [[3, [3]]]]]",0,,None,,1.0,3.571429,"[52.0, 64.621978, 77.252832, 77.252832, 64.621978, 52.0, 39.395431]",61.020721,"{6: 0.0, 8: 0.0, 10: 27.626416, 9: 0.0, 7: 0.0, 5: 27.626416, 3: 0.0}","{6: 117.0, 8: 128.689011, 10: 0.0, 9: 169.689011, 7: 142.062595, 5: 0.0, 3: 12.617711}",7.893262,81.436904,,,[],,{},{},,,37.283,OK
test_data/special_data/symmetric_patch_multivisit/20\SYM20_patch_mv_1.dat,2,1,4,90,2,1,602.2528316633119,"[[[[0, [19, 17, 15, 13, 20, 18, 3, 1, 12, 2, 11, 14, 16]], [1, []], [3, []], [5, [5]], [7, [7]], [9, [9]], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, [10]], [8, [8]], [6, [6]], [4, [4]], [2, []]]], [[[5, [5]]], [[7, [7]]], [[9, [9]]], [[10, [10]]], [[8, [8]]], [[6, [6]]], [[4, [4]]]]]",0,,None,,1.0,3.571429,"[52.0, 64.621978, 77.252832, 77.252832, 64.621978, 52.0, 39.395431]",61.020721,"{5: 0.0, 7: 0.0, 9: 27.626416, 10: 0.0, 8: 0.0, 6: 27.626416, 4: 0.0}","{5: 119.0, 7: 130.689011, 9: 0.0, 10: 169.689011, 8: 142.062595, 6: 0.0, 4: 12.617711}",7.893262,82.008333,,,[],,{},{},,,75.201,OK
test_data/special_data/symmetric_patch_multivisit/20\SYM20_patch_mv_1.dat,2,1,4,90,2,2,512.0,"[[[[0, [4, 6, 8, 10, 12, 14, 16, 18, 20, 19, 17, 15, 13, 11, 9, 7, 5, 3, 1, 2]], [2, []], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, []], [1, []]]], []]",0,,None,,,,[],,{},{},,,,,[],,{},{},,,48.237,OK
test_data/special_data/symmetric_patch_multivisit/20\SYM20_patch_mv_1.dat,2,1,4,90,2,3,512.0,"[[[[0, [1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 20, 18, 16, 14, 12, 10, 8, 6, 4, 2]], [1, []], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []], [2, []]]], []]",0,,None,,,,[],,{},{},,,,,[],,{},{},,,46.308,OK
test_data/special_data/symmetric_patch_multivisit/20\SYM20_patch_mv_2.dat,2,1,4,90,1,1,530.0,"[[[[0, [3, 5, 7, 9, 11, 13, 15, 17, 19, 20, 18, 16, 14, 12, 10, 8, 2, 1]], [1, []], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, [6]], [4, [4]], [2, []]]], [[[6, [6]]], [[4, [4]]]]]",0,,None,,1.0,3.5,"[50.990195, 38.470768]",44.730482,"{6: 0.0, 4: 0.0}","{6: 385.504902, 4: 430.764616}",0.0,408.134759,,,[],,{},{},,,23.244,OK
test_data/special_data/symmetric_patch_multivisit/20\SYM20_patch_mv_2.dat,2,1,4,90,1,2,608.1479261945669,"[[[[0, [13, 15, 19, 20, 16, 17, 1, 2, 12, 14, 18, 11, 3]], [2, []], [4, [4]], [6, [6]], [8, [8]], [10, [10]], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, [9]], [7, [7]], [5, [5]], [3, []], [1, []]]], [[[4, [4]]], [[6, [6]]], [[8, [8]]], [[10, [10]]], [[9, [9]]], [[7, [7]]], [[5, [5]]]]]",0,,None,,1.0,3.571429,"[38.470768, 50.990195, 63.560994, 76.157731, 76.157731, 63.560994, 50.990195]",59.984087,"{4: 0.0, 6: 0.0, 8: 14.015881, 10: 12.558082, 9: 0.0, 7: 0.0, 5: 26.573963}","{4: 125.764616, 6: 122.504902, 8: 0.0, 10: 0.0, 9: 167.698719, 7: 155.140637, 5: 0.0}",7.592561,81.586982,,,[],,{},{},,,29.332,OK
test_data/special_data/symmetric_patch_multivisit/20\SYM20_patch_mv_2.dat,2,1,4,90,1,3,520.0,"[[[[0, [1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 20, 18, 16, 14, 12, 10, 8, 6, 4, 2]], [1, []], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []], [2, []]]], []]",0,,None,,,,[],,{},{},,,,,[],,{},{},,,20.076,OK
test_data/special_data/symmetric_patch_multivisit/20\SYM20_patch_mv_2.dat,2,1,4,90,2,1,520.0,"[[[[0, [1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 20, 18, 16, 14, 12, 10, 8, 6, 4, 2]], [1, []], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []], [2, []]]], []]",0,,None,,,,[],,{},{},,,,,[],,{},{},,,55.362,OK
test_data/special_data/symmetric_patch_multivisit/20\SYM20_patch_mv_2.dat,2,1,4,90,2,2,530.0,"[[[[0, [7, 9, 11, 13, 15, 17, 19, 20, 18, 16, 14, 12, 10, 8, 6, 1, 3, 2]], [1, []], [3, []], [5, [5]], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [4]], [2, []]]], [[[5, [5]]], [[4, [4]]]]]",0,,None,,1.0,3.5,"[50.990195, 38.470768]",44.730482,"{5: 0.0, 4: 0.0}","{5: 118.504902, 4: 430.764616}",0.0,274.634759,,,[],,{},{},,,59.023,OK
test_data/special_data/symmetric_patch_multivisit/20\SYM20_patch_mv_2.dat,2,1,4,90,2,3,520.0,"[[[[0, [1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 20, 18, 16, 14, 12, 10, 8, 6, 4, 2]], [1, []], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []], [2, []]]], []]",0,,None,,,,[],,{},{},,,,,[],,{},{},,,70.9,OK
test_data/special_data/symmetric_patch_multivisit/20\SYM20_patch_mv_3.dat,2,1,4,90,1,1,548.1422251381136,"[[[[0, [7, 9, 11, 13, 15, 17, 19, 20, 18, 16, 14, 12, 10, 2, 1]], [1, []], [3, [3]], [5, [5]], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, [8]], [6, [6]], [4, [4]], [2, []]]], [[[3, [3]]], [[5, [5]]], [[8, [8]]], [[6, [6]]], [[4, [4]]]]]",0,,None,,1.0,3.4,"[40.496913, 53.141321, 65.787537, 53.141321, 40.496913]",50.612801,"{3: 0.0, 5: 0.0, 8: 0.0, 6: 0.0, 4: 16.142225}","{3: 122.751543, 5: 113.429339, 8: 203.857775, 6: 203.858679, 4: 0.0}",3.228445,128.779467,,,[],,{},{},,,30.16,OK
test_data/special_data/symmetric_patch_multivisit/20\SYM20_patch_mv_3.dat,2,1,4,90,1,2,507.0,"[[[[0, [2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 19, 17, 15, 13, 11, 9, 7, 5, 3, 1]], [2, []], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, []], [1, []]]], []]",0,,None,,,,[],,{},{},,,,,[],,{},{},,,21.304,OK
test_data/special_data/symmetric_patch_multivisit/20\SYM20_patch_mv_3.dat,2,1,4,90,1,3,507.0,"[[[[0, [1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 20, 18, 16, 14, 12, 10, 8, 6, 4, 2]], [1, []], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []], [2, []]]], []]",0,,None,,,,[],,{},{},,,,,[],,{},{},,,20.787,OK
test_data/special_data/symmetric_patch_multivisit/20\SYM20_patch_mv_3.dat,2,1,4,90,2,1,507.0,"[[[[0, [1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 20, 18, 16, 14, 12, 10, 8, 6, 4, 2]], [1, []], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []], [2, []]]], []]",0,,None,,,,[],,{},{},,,,,[],,{},{},,,45.03,OK
test_data/special_data/symmetric_patch_multivisit/20\SYM20_patch_mv_3.dat,2,1,4,90,2,2,507.0,"[[[[0, [2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 19, 17, 15, 13, 11, 9, 7, 5, 3, 1]], [2, []], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, []], [1, []]]], []]",0,,None,,,,[],,{},{},,,,,[],,{},{},,,44.687,OK
test_data/special_data/symmetric_patch_multivisit/20\SYM20_patch_mv_3.dat,2,1,4,90,2,3,523.0,"[[[[0, [1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 19, 17, 15, 13, 11, 9, 7, 5, 3]], [1, []], [2, []], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, []]]], []]",0,,None,,,,[],,{},{},,,,,[],,{},{},,,43.32,OK
test_data/special_data/symmetric_patch_multivisit/20\SYM20_patch_mv_4.dat,2,1,4,90,1,1,542.0,"[[[[0, [2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 19, 17, 15, 13, 11, 9, 7, 3, 5, 1]], [2, []], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [3, []], [5, []], [1, []]]], []]",0,,None,,,,[],,{},{},,,,,[],,{},{},,,24.557,OK
