instance,drone_count,truck_count,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_sol_multi_visit_trip_count,best_multi_visit_fitness,best_multi_visit_sol,best_multi_visit_sol_multi_visit_trip_count,best_sol_avg_customers_per_drone_trip,best_sol_avg_demand_per_drone_trip,best_sol_drone_trip_distances,best_sol_avg_distance_per_drone_trip,best_sol_truck_wait_by_point,best_sol_drone_wait_by_point,best_sol_avg_truck_wait_by_point,best_sol_avg_drone_wait_by_point,best_multi_visit_sol_avg_customers_per_drone_trip,best_multi_visit_sol_avg_demand_per_drone_trip,best_multi_visit_sol_drone_trip_distances,best_multi_visit_sol_avg_distance_per_drone_trip,best_multi_visit_sol_truck_wait_by_point,best_multi_visit_sol_drone_wait_by_point,best_multi_visit_sol_avg_truck_wait_by_point,best_multi_visit_sol_avg_drone_wait_by_point,runtime_sec,status
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,1,4,90,1,1,709.0,"[[[[0, [14, 16, 18, 20, 19, 17, 15, 13, 11, 9, 10, 12]], [2, [2, 8, 7, 1, 5, 6, 3, 4]], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, []], [1, []]]], [[[2, [7, 5, 6, 3]]], [[2, [2, 8, 1, 4]]]]]",0,,None,,4.0,4.0,"[65.115282, 65.115282]",65.115282,{2: 0.0},{2: 16.884718},0.0,16.884718,,,[],,{},{},,,24.701,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,1,4,90,1,2,714.0,"[[[[0, [16, 18, 20, 19, 17, 15, 9, 14, 10, 12, 13, 11]], [2, [2, 4, 6, 8, 7, 5, 3]], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, []], [1, [1]]]], [[[2, [7, 5, 3]]], [[2, [2, 4, 6, 8]]], [[1, [1]]]]]",0,,None,,2.666667,2.666667,"[65.115282, 65.115282, 65.115282]",65.115282,"{2: 0.0, 1: 0.0}","{2: 17.884718, 1: 406.884718}",0.0,212.384718,,,[],,{},{},,,27.696,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,1,4,90,1,3,708.5576411921994,"[[[[0, [14, 12, 13, 15, 17, 19, 20, 18, 16, 11]], [1, [1, 3, 5, 8, 6, 7, 9, 10]], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [4, 2]], [2, []]]], [[[1, [8, 6, 7, 9]]], [[1, [1, 3, 5, 10]]], [[4, [4, 2]]]]]",0,,None,,3.333333,3.333333,"[65.115282, 65.115282, 78.587531]",69.606032,"{1: 6.557641, 4: 0.0}","{1: 8.442359, 4: 386.706235}",3.278821,197.574297,,,[],,{},{},,,37.297,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,1,4,90,2,1,709.0,"[[[[0, [20, 19, 18, 16, 15, 17, 12, 13, 14, 9, 11, 10]], [1, [1, 3, 7, 5, 8, 6, 4, 2]], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []], [2, []]]], [[[1, [8, 6, 4, 2]]], [[1, [1, 3, 7, 5]]]]]",0,,None,,4.0,4.0,"[65.115282, 65.115282]",65.115282,{1: 0.0},{1: 11.884718},0.0,11.884718,,,[],,{},{},,,64.59,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,1,4,90,2,2,709.0,"[[[[0, [17, 10, 18, 16, 14, 12, 9, 19, 20, 11, 13, 15]], [1, [1, 7, 2, 6, 8, 3, 4, 5]], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []], [2, []]]], [[[1, [2, 6, 4, 5]]], [[1, [1, 7, 8, 3]]]]]",0,,None,,4.0,4.0,"[65.115282, 65.115282]",65.115282,{1: 0.0},{1: 11.884718},0.0,11.884718,,,[],,{},{},,,54.785,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,1,4,90,2,3,709.0,"[[[[0, [17, 15, 13, 9, 20, 19, 11, 16, 14, 12, 18, 10]], [2, [2, 1, 6, 4, 5, 8, 7, 3]], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, []], [1, []]]], [[[2, [6, 4, 8, 3]]], [[2, [2, 1, 5, 7]]]]]",0,,None,,4.0,4.0,"[65.115282, 65.115282]",65.115282,{2: 0.0},{2: 16.884718},0.0,16.884718,,,[],,{},{},,,67.404,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_2.dat,2,1,4,90,1,1,728.0,"[[[[0, [15, 13, 17, 12, 14, 18, 16, 11, 20, 19]], [2, [2, 7, 4, 8, 5, 6, 10, 9]], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, [3, 1]], [1, []]]], [[[2, [2, 7, 4, 6]]], [[2, [8, 5, 10, 9]]], [[3, [3, 1]]]]]",0,,None,,3.333333,3.333333,"[69.856997, 69.856997, 83.522452]",74.412149,"{2: 3.928498, 3: 0.0}","{2: 13.071502, 3: 387.310276}",1.964249,200.190889,,,[],,{},{},,,39.466,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_2.dat,2,1,4,90,1,2,738.0,"[[[[0, [17, 19, 20, 18, 10, 16, 14, 12, 13, 15]], [1, [1, 9, 11, 8, 3, 7, 6, 5]], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [4, 2]], [2, []]]], [[[1, [3, 7, 6, 5]]], [[1, [1, 9, 11, 8]]], [[4, [4, 2]]]]]",0,,None,,3.333333,3.333333,"[69.856997, 69.856997, 83.522452]",74.412149,"{1: 0.0, 4: 0.0}","{1: 18.143003, 4: 387.310276}",0.0,202.726639,,,[],,{},{},,,30.556,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_2.dat,2,1,4,90,1,3,735.0,"[[[[0, [20, 19, 17, 11, 9, 18, 10, 12, 15, 14, 16, 13]], [2, [2, 4, 6, 8, 1, 3, 7, 5]], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, []], [1, []]]], [[[2, [2, 4, 6, 8]]], [[2, [1, 3, 7, 5]]]]]",0,,None,,4.0,4.0,"[69.856997, 69.856997]",69.856997,{2: 0.0},{2: 15.143003},0.0,15.143003,,,[],,{},{},,,29.372,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_2.dat,2,1,4,90,2,1,731.9284983931459,"[[[[0, [11, 20, 15, 19, 17, 13, 18, 16, 12, 14]], [2, [2, 4, 6, 8, 10, 5, 9, 7]], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, [3, 1]], [1, []]]], [[[2, [4, 6, 8, 9]]], [[2, [2, 10, 5, 7]]], [[3, [3, 1]]]]]",0,,None,,3.333333,3.333333,"[69.856997, 69.856997, 83.522452]",74.412149,"{2: 3.928498, 3: 0.0}","{2: 5.071502, 3: 391.238774}",1.964249,198.155138,,,[],,{},{},,,63.032,OK
