instance,drone_count,truck_count,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_sol_multi_visit_trip_count,best_multi_visit_fitness,best_multi_visit_sol,best_multi_visit_sol_multi_visit_trip_count,best_sol_avg_customers_per_drone_trip,best_sol_avg_demand_per_drone_trip,best_sol_drone_trip_distances,best_sol_avg_distance_per_drone_trip,best_sol_truck_wait_by_point,best_sol_drone_wait_by_point,best_sol_avg_truck_wait_by_point,best_sol_avg_drone_wait_by_point,best_multi_visit_sol_avg_customers_per_drone_trip,best_multi_visit_sol_avg_demand_per_drone_trip,best_multi_visit_sol_drone_trip_distances,best_multi_visit_sol_avg_distance_per_drone_trip,best_multi_visit_sol_truck_wait_by_point,best_multi_visit_sol_drone_wait_by_point,best_multi_visit_sol_avg_truck_wait_by_point,best_multi_visit_sol_avg_drone_wait_by_point,runtime_sec,status
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,2,4,90,1,1,669.0,"[[[[0, [13, 15, 11, 17, 9, 19, 7, 5]], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [3, [3, 1]], [1, []]], [[0, [16, 14, 12, 10, 8, 6, 20, 18]], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [4, 2]], [2, []]]], [[[4, [4, 2]]], [[3, [3, 1]]]]]",0,,None,,2.0,2.0,"[78.587531, 78.587531]",78.587531,"{4: 0.0, 3: 0.0}","{4: 328.706235, 3: 328.706235}",0.0,328.706235,,,[],,{},{},,,17.99,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,2,4,90,1,2,672.2937654087771,"[[[[0, [9, 7, 15, 13, 17, 11, 5]], [5, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [1, [1, 2]], [2, []]], [[0, [19, 20, 12]], [3, [3, 18, 16, 14, 10, 8, 6, 4]], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []]]], [[[3, [18, 16, 14]]], [[3, [6, 4]], [1, [1, 2]]], [[3, [3, 10, 8]]]]]",1,672.2937654087771,"[[[[0, [9, 7, 15, 13, 17, 11, 5]], [5, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [1, [1, 2]], [2, []]], [[0, [19, 20, 12]], [3, [3, 18, 16, 14, 10, 8, 6, 4]], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []]]], [[[3, [18, 16, 14]]], [[3, [6, 4]], [1, [1, 2]]], [[3, [3, 10, 8]]]]]",1,3.333333,3.333333,"[78.587531, 79.062509, 78.587531]",78.745857,"{3: 658.881296, 1: 0.0}","{3: 0.0, 1: 331.442359}",329.440648,165.721179,3.333333,3.333333,"[78.587531, 79.062509, 78.587531]",78.745857,"{3: 658.881296, 1: 0.0}","{3: 0.0, 1: 331.442359}",329.440648,165.721179,27.89,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,2,4,90,1,3,652.2937654087771,"[[[[0, [20, 16, 14, 12, 10, 8, 18]], [4, [6, 2, 4]], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [2, []]], [[0, [19, 11]], [3, [3, 17, 15, 13, 9, 7, 5]], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [1, [1]]]], [[[3, [17, 15, 13]]], [[4, [6, 2, 4]]], [[3, [3, 9, 7, 5]]], [[1, [1]]]]]",0,,None,,2.75,2.75,"[78.587531, 78.587531, 78.587531, 65.115282]",75.219469,"{3: 146.587531, 4: 3.293765, 1: 0.0}","{3: 0.0, 4: 0.0, 1: 260.148593}",49.960432,86.716198,,,[],,{},{},,,26.601,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,2,4,90,2,1,669.0,"[[[[0, [19, 17, 15, 13, 11, 9, 7, 5]], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, [3, 1]], [1, []]], [[0, [20, 18, 16, 14, 12, 10, 8, 6]], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [4, 2]], [2, []]]], [[[4, [4, 2]]], [[3, [3, 1]]]]]",0,,None,,2.0,2.0,"[78.587531, 78.587531]",78.587531,"{4: 0.0, 3: 0.0}","{4: 328.706235, 3: 328.706235}",0.0,328.706235,,,[],,{},{},,,33.264,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,2,4,90,2,2,652.2937654087771,"[[[[0, [14, 16, 8, 18, 12, 10, 20]], [4, [4, 6, 2]], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [2, []]], [[0, [11, 19, 17, 15, 13]], [3, [9, 3, 7, 5]], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [1, [1]]]], [[[4, [4, 6, 2]]], [[3, [9, 3, 7, 5]]], [[1, [1]]]]]",0,757.2937654087771,"[[[[0, [11]], [2, [2, 7, 15, 13, 5, 17]], [7, []], [11, []], [15, []], [13, []], [17, []], [5, []], [1, [1]]], [[0, [12, 20, 19]], [4, [4, 6, 8, 10, 14, 16, 18, 9]], [6, []], [8, []], [10, []], [14, []], [12, []], [16, []], [18, []], [20, []], [19, []], [9, []], [3, [3]]]], [[[4, [14, 16, 18]]], [[4, [9]], [2, [5, 17]]], [[4, [4, 6, 8, 10]]], [[2, [2, 7, 15, 13]]], [[3, [3]]], [[1, [1]]]]]",1,2.666667,2.666667,"[78.587531, 78.587531, 65.115282]",74.096781,"{4: 3.293765, 3: 43.293765, 1: 0.0}","{4: 0.0, 3: 0.0, 1: 260.148593}",15.529177,86.716198,2.666667,2.666667,"[78.587531, 79.062509, 78.587531, 65.115282, 78.587531, 65.115282]",74.175944,"{4: 255.356275, 2: 322.177792, 3: 0.0, 1: 0.0}","{4: 0.0, 2: 0.0, 3: 353.412469, 1: 318.884718}",144.383517,168.074297,65.931,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_1.dat,2,2,4,90,2,3,637.2937654087771,"[[[[0, [12, 14, 16, 18, 20]], [4, [4, 6, 8, 10]], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [2, [2]]], [[0, [11, 19]], [3, [3, 17, 13, 5, 7, 9, 15]], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [1, [1]]]], [[[3, [17, 13, 15]]], [[3, [3, 5, 7, 9]]], [[4, [4, 6, 8, 10]]], [[1, [1]]], [[2, [2]]]]]",0,,None,,2.6,2.6,"[78.587531, 78.587531, 78.587531, 65.115282, 65.115282]",73.198631,"{3: 146.587531, 4: 43.293765, 1: 0.0, 2: 0.0}","{3: 0.0, 4: 0.0, 1: 260.148593, 2: 260.148593}",47.470324,130.074297,,,[],,{},{},,,41.241,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_2.dat,2,2,4,90,1,1,689.0,"[[[[0, [20, 12, 18, 16, 14, 10, 8, 6]], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [4, 2]], [2, []]], [[0, [17, 15, 13, 11, 9]], [3, [3, 5, 1, 7, 19]], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [1, []]]], [[[3, [5, 1, 7, 19]]], [[3, [3]]], [[4, [4, 2]]]]]",0,,None,,2.333333,2.333333,"[83.522452, 83.522452, 83.522452]",83.522452,"{3: 17.761226, 4: 0.0}","{3: 2.238774, 4: 267.477548}",8.880613,134.858161,,,[],,{},{},,,24.751,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_2.dat,2,2,4,90,1,2,695.7612260356423,"[[[[0, [20, 10, 16, 12, 19, 18, 14, 8]], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [2, [2]]], [[0, [13, 11]], [4, [4, 7, 17, 15, 6, 5, 9]], [6, []], [5, []], [7, []], [17, []], [15, []], [13, []], [11, []], [9, []], [3, [3, 1]], [1, []]]], [[[4, [6, 5, 9]]], [[4, [4, 7, 17, 15]]], [[2, [2]]], [[3, [3, 1]]]]]",0,,None,,2.5,2.5,"[83.522452, 83.522452, 69.856997, 83.522452]",80.106088,"{4: 55.522452, 2: 0.0, 3: 0.0}","{4: 0.0, 2: 320.54905, 3: 276.477548}",18.507484,199.008866,,,[],,{},{},,,19.366,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_2.dat,2,2,4,90,1,3,689.0,"[[[[0, [18, 16, 14, 12, 10, 8, 6, 20]], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [4, 2]], [2, []]], [[0, [17, 15, 13, 11, 9, 7, 5, 19]], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, [3, 1]], [1, []]]], [[[3, [3, 1]]], [[4, [4, 2]]]]]",0,,None,,2.0,2.0,"[83.522452, 83.522452]",83.522452,"{3: 0.0, 4: 0.0}","{3: 338.238774, 4: 338.238774}",0.0,338.238774,,,[],,{},{},,,17.058,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_2.dat,2,2,4,90,2,1,681.0,"[[[[0, [9, 17, 7, 11, 13, 15]], [3, [3, 5, 2, 1]], [5, []], [9, []], [11, []], [13, []], [15, []], [17, []], [7, []], [1, []], [2, []]], [[0, [20, 19]], [4, [4, 8, 6, 10, 16, 14, 18, 12]], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []]]], [[[4, [14, 18, 12]]], [[4, [16]]], [[3, [3, 5, 2, 1]]], [[4, [4, 8, 6, 10]]]]]",0,,None,,3.0,3.0,"[83.522452, 83.522452, 83.522452, 83.522452]",83.522452,"{4: 135.522452, 3: 0.0}","{4: 2.238774, 3: 2.238774}",67.761226,2.238774,,,[],,{},{},,,46.021,OK
